CD_MAKE_VEH1,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL1
PORSCH,911   ,RED,2020,1
PORSCH,911   ,BLK,2021,2
PORSCH,911   ,RED,2022,1
PORSCH,911 CA,BLK,2005,1
PORSCH,911 CA,GRY,2007,1
PORSCH,911 CA,SIL,2007,1
PORSCH,911 CA,BLK,2020,2
PORSCH,911 CA,RED,2021,1
PORSCH,911 CA,GRY,2022,2
PORSCH,911 CA,SIL,2022,1
PORSCH,911 CA,WHI,2022,1
PORSCH,911 CA,BLK,2024,1
PORSCH,911 CA,BLU,2024,2
PORSCH,911 CA,GRY,2024,5
PORSCH,911 CA,RED,2024,1
PORSCH,911 CA,SIL,2024,2
PORSCH,911 CA,WHI,2024,1
PORSCH,911 DA,GRN,2024,1
PORSCH,911 GT,BLK,2018,1
PORSCH,911 GT,RED,2019,1
PORSCH,911 GT,YLW,2019,1
PORSCH,911 GT,WHI,2022,1
PORSCH,911 GT,BLK,2024,3
PORSCH,911 SP,SIL,2020,1
PORSCH,911 ST,BLK,2024,1
PORSCH,911 ST,BLU,2024,1
PORSCH,911 TA,BLK,2024,1
PORSCH,911 TA,GRY,2024,1
PORSCH,911 TA,WHI,2024,1
PORSCH,911 TU,BLK,2017,1
PORSCH,91173A,OGE,2018,1
PORSCH,911CA ,SIL,2017,1
PORSCH,911CAR,RED,2024,1
PORSCH,911GT3,SIL,2003,1
PORSCH,911GTS,RED,2022,1
PORSCH,911SC ,SIL,1981,1
LIUGNG,922E  ,YLW,2022,1
FENDT ,927   ,GRN,2015,1
SAAB  ,93    ,BLK,1998,2
SAAB  ,93    ,BLK,2001,1
SAAB  ,93    ,BLK,2002,1
SAAB  ,93    ,GRY,2002,1
SAAB  ,93    ,BLK,2004,2
SAAB  ,93    ,SIL,2004,1
SAAB  ,93    ,RED,2005,2
SAAB  ,93    ,BLU,2006,1
SAAB  ,93    ,BLU,2007,1
SAAB  ,93    ,SIL,2007,1
SAAB  ,93    ,SIL,2008,2
SAAB  ,93 VEC,BLK,2006,1
SAAB  ,93 VEC,GRY,2006,1
SAAB  ,93 VIG,BLU,1999,1
FENDT ,930   ,GRN,1900,2
FENDT ,930   ,GRN,2024,1
PORSCH,930   ,WHI,1982,1
FENDT ,933   ,GRN,2024,1
FENDT ,936   ,GRN,2010,1
DUCATI,937MON,BLK,2021,1
CATPLR,938K  ,YLW,2022,1
FENDT ,939   ,GRN,2014,1
SAAB  ,93LINE,SIL,2004,2
J C B ,940   ,YLW,1900,1
CLAAS ,950   ,GRN,2020,1
CATPLR,950G  ,YLW,2003,1
J DEER,9570RX,GRN,2021,1
SAAB  ,95SE  ,GRN,2000,1
J DEER,9600  ,GRN,1997,1
MERC B,96X   ,WHI,2018,1
MERC B,96X   ,WHI,2019,1
MERC B,96X   ,WHI,2023,1
PORSCH,98216 ,WHI,2018,1
PORSCH,98216 ,SIL,2023,1
PORSCH,98216 ,SIL,2024,1
K T M ,990ADV,BLK,2008,1
K T M ,990SD ,BLK,2006,1
PORSCH,99111 ,BLK,2019,1
PORSCH,99219 ,GRY,2020,1
DUCATI,996   ,RED,2001,1
PORSCH,996   ,SIL,2002,1
PORSCH,99601A,BLU,2001,1
PORSCH,997   ,GRY,2010,1
PORSCH,997   ,WHI,2012,1
PORSCH,99706A,BLK,2009,1
J DEER,9R590 ,GRN,1900,1
CAN AM,9WRC  ,BLK,2023,1
MERC B,A 180 ,BLU,2021,1
MERC B,A 180 ,GRY,2022,2
MERC B,A 200 ,GRY,2023,2
MERC B,A 200 ,BLK,2024,3
MERC B,A 200 ,GRY,2024,1
MERC B,A 200 ,SIL,2024,2
MERC B,A 250 ,BLK,2021,1
MERC B,A 250 ,RED,2021,2
MERC B,A 250 ,BLU,2022,2
MERC B,A 250 ,GRY,2022,1
MERC B,A 250 ,SIL,2023,1
MERC B,A 250 ,BLK,2024,1
MERC B,A 250 ,BLU,2024,1
MERC B,A 250 ,WHI,2024,2
MERC B,A 35  ,SIL,2023,1
MERC B,A 35  ,WHI,2023,1
MERC B,A 35  ,BLK,2024,1
MERC B,A 35  ,WHI,2024,1
MERC B,A 35 A,WHI,2021,2
MERC B,A 45  ,BLK,2023,2
MERC B,A 45  ,BLK,2024,1
MERC B,A 45  ,WHI,2024,2
MERC B,A CLAS,RED,2016,1
MERC B,A CLAS,GRY,2020,2
MERC B,A-CLAS,BLK,2021,1
HAVAL ,A01 HA,WHI,2024,1
AUDI  ,A1    ,BLU,2010,2
AUDI  ,A1    ,SIL,2010,1
AUDI  ,A1    ,BLK,2011,4
AUDI  ,A1    ,BLU,2011,1
AUDI  ,A1    ,GRY,2011,1
AUDI  ,A1    ,SIL,2011,1
AUDI  ,A1    ,WHI,2011,5
AUDI  ,A1    ,BLK,2012,5
AUDI  ,A1    ,BLU,2012,1
AUDI  ,A1    ,SIL,2012,1
AUDI  ,A1    ,WHI,2012,1
AUDI  ,A1    ,BLK,2013,7
AUDI  ,A1    ,BLU,2013,1
AUDI  ,A1    ,BRN,2013,1
AUDI  ,A1    ,SIL,2013,4
AUDI  ,A1    ,WHI,2013,1
AUDI  ,A1    ,BLK,2014,1
AUDI  ,A1    ,RED,2014,1
AUDI  ,A1    ,WHI,2014,1
AUDI  ,A1    ,BLU,2015,2
AUDI  ,A1    ,WHI,2015,3
AUDI  ,A1    ,BLK,2016,2
AUDI  ,A1    ,SIL,2016,1
AUDI  ,A1    ,WHI,2016,7
AUDI  ,A1    ,SIL,2017,1
AUDI  ,A1    ,WHI,2017,2
AUDI  ,A1    ,BLU,2018,1
AUDI  ,A1    ,GRY,2018,1
AUDI  ,A1    ,WHI,2018,3
AUDI  ,A1    ,WHI,2019,1
AUDI  ,A1    ,BLU,2020,2
AUDI  ,A1    ,BLK,2021,2
AUDI  ,A1    ,BLU,2021,1
AUDI  ,A1    ,GRY,2021,1
AUDI  ,A1    ,WHI,2021,1
AUDI  ,A1    ,WHI,2022,1
AUDI  ,A1    ,BLK,2024,2
AUDI  ,A1    ,WHI,2024,2
AUDI  ,A1 1.4,WHI,2011,1
AUDI  ,A1 SPO,BLU,2012,1
AUDI  ,A1 SPO,RED,2014,1
MERC B,A150  ,SIL,2005,1
MERC B,A160  ,SIL,2002,1
MERC B,A160  ,WHI,2002,1
MERC B,A160L ,GRY,2004,1
MERC B,A170  ,BLK,2005,2
MERC B,A170  ,GRY,2005,1
MERC B,A170  ,SIL,2006,3
MERC B,A170  ,WHI,2007,1
MERC B,A170  ,GRY,2008,7
MERC B,A170  ,RED,2009,2
MERC B,A180  ,BLK,2009,1
MERC B,A180  ,RED,2013,1
MERC B,A180  ,BLK,2014,2
MERC B,A180  ,WHI,2014,7
MERC B,A180  ,GRY,2015,1
MERC B,A180  ,SIL,2015,2
MERC B,A180  ,WHI,2015,2
MERC B,A180  ,GRY,2016,1
MERC B,A180  ,RED,2016,1
MERC B,A180  ,SIL,2016,1
MERC B,A180  ,WHI,2016,2
MERC B,A180  ,BLK,2017,1
MERC B,A180  ,GRN,2017,1
MERC B,A180  ,GRY,2017,1
MERC B,A180  ,RED,2017,1
MERC B,A180  ,SIL,2017,1
MERC B,A180  ,WHI,2017,5
MERC B,A180  ,BLK,2018,1
MERC B,A180  ,GRY,2018,1
MERC B,A180  ,SIL,2018,2
MERC B,A180  ,WHI,2018,2
MERC B,A180  ,BLK,2019,2
MERC B,A180  ,GRY,2019,3
MERC B,A180  ,SIL,2019,1
MERC B,A180  ,WHI,2019,4
MERC B,A180  ,BLK,2020,1
MERC B,A180  ,GRY,2020,1
MERC B,A180  ,BLK,2021,1
MERC B,A180  ,BLU,2021,1
MERC B,A180  ,GRY,2021,2
MERC B,A180  ,SIL,2021,2
MERC B,A180  ,WHI,2021,3
MERC B,A180  ,GRY,2022,1
MERC B,A180  ,SIL,2022,3
MERC B,A180  ,WHI,2022,2
MERC B,A180  ,BLK,2023,6
MERC B,A180  ,GRY,2023,3
MERC B,A180  ,RED,2023,1
MERC B,A180  ,WHI,2023,4
MERC B,A190  ,SIL,2002,1
MERC B,A190  ,BLU,2004,1
MERC B,A190L ,SIL,2002,1
CHEV  ,A1XC  ,BLK,2019,1
MERC B,A200  ,BLK,2005,1
MERC B,A200  ,SIL,2005,2
MERC B,A200  ,BLK,2007,3
MERC B,A200  ,SIL,2007,2
MERC B,A200  ,BLK,2008,2
MERC B,A200  ,WHI,2008,1
MERC B,A200  ,BLU,2013,1
MERC B,A200  ,BLK,2014,1
MERC B,A200  ,BLU,2014,1
MERC B,A200  ,GRY,2014,2
MERC B,A200  ,RED,2014,1
MERC B,A200  ,SIL,2014,4
MERC B,A200  ,BLK,2015,1
MERC B,A200  ,SIL,2015,2
MERC B,A200  ,WHI,2015,2
MERC B,A200  ,RED,2016,1
MERC B,A200  ,WHI,2016,4
MERC B,A200  ,BLU,2017,1
MERC B,A200  ,GRY,2017,1
MERC B,A200  ,SIL,2017,1
MERC B,A200  ,WHI,2017,3
MERC B,A200  ,BLK,2018,5
MERC B,A200  ,GRY,2018,4
MERC B,A200  ,SIL,2018,3
MERC B,A200  ,WHI,2018,2
MERC B,A200  ,BLK,2019,2
MERC B,A200  ,GRY,2019,4
MERC B,A200  ,SIL,2019,2
MERC B,A200  ,WHI,2019,4
MERC B,A200  ,BLK,2023,2
MERC B,A200  ,GRY,2023,1
MERC B,A200  ,SIL,2023,2
MERC B,A200  ,WHI,2023,4
MERC B,A200  ,BLK,2024,4
MERC B,A200  ,BLU,2024,1
MERC B,A200  ,GRY,2024,5
MERC B,A200  ,SIL,2024,1
MERC B,A200  ,WHI,2024,2
MERC B,A200 S,GRY,2019,1
MERC B,A200 S,WHI,2019,1
MERC B,A200D ,GRY,2016,1
MERC B,A200D ,SIL,2017,1
DUCATI,A210  ,WHI,2011,1
MERC B,A250  ,WHI,2013,1
MERC B,A250  ,BLK,2014,4
MERC B,A250  ,BLU,2014,1
MERC B,A250  ,GRY,2014,1
MERC B,A250  ,WHI,2014,5
MERC B,A250  ,BLK,2015,1
MERC B,A250  ,RED,2015,1
MERC B,A250  ,SIL,2015,1
MERC B,A250  ,WHI,2015,2
MERC B,A250  ,BLK,2016,2
MERC B,A250  ,BLU,2016,1
MERC B,A250  ,GRN,2016,1
MERC B,A250  ,GRY,2016,1
MERC B,A250  ,SIL,2016,1
MERC B,A250  ,WHI,2016,4
MERC B,A250  ,BLK,2017,1
MERC B,A250  ,BLU,2017,1
MERC B,A250  ,GRY,2017,2
MERC B,A250  ,SIL,2017,4
MERC B,A250  ,WHI,2017,3
MERC B,A250  ,BLK,2018,3
MERC B,A250  ,GRY,2018,2
MERC B,A250  ,SIL,2018,3
MERC B,A250  ,WHI,2018,3
MERC B,A250  ,BLK,2019,1
MERC B,A250  ,GLD,2019,1
MERC B,A250  ,GRY,2019,2
MERC B,A250  ,RED,2019,3
MERC B,A250  ,SIL,2019,3
MERC B,A250  ,WHI,2019,9
MERC B,A250  ,WHI,2020,6
MERC B,A250  ,BLK,2021,1
MERC B,A250  ,RED,2021,1
MERC B,A250  ,YLW,2021,1
MERC B,A250  ,BLK,2022,1
MERC B,A250  ,GRY,2022,1
MERC B,A250  ,SIL,2022,2
MERC B,A250  ,WHI,2022,1
MERC B,A250  ,BLK,2023,8
MERC B,A250  ,GRY,2023,7
MERC B,A250  ,SIL,2023,1
MERC B,A250  ,WHI,2023,5
MERC B,A250  ,BLK,2024,1
MERC B,A250  ,BLU,2024,1
MERC B,A250  ,GRY,2024,3
MERC B,A250  ,SIL,2024,1
MERC B,A250  ,WHI,2024,3
MERC B,A250 4,SIL,2019,1
MERC B,A250 S,BLK,2016,1
MERC B,A250E ,BLK,2024,2
MERC B,A250E ,GRY,2024,2
TOYOTA,A25AV7,BLU,2024,1
AUDI  ,A3    ,BLK,2004,2
AUDI  ,A3    ,RED,2004,2
AUDI  ,A3    ,GRY,2005,1
AUDI  ,A3    ,SIL,2005,1
AUDI  ,A3    ,GRY,2006,2
AUDI  ,A3    ,SIL,2006,2
AUDI  ,A3    ,BLK,2007,1
AUDI  ,A3    ,GRY,2007,1
AUDI  ,A3    ,SIL,2007,4
AUDI  ,A3    ,BLK,2008,3
AUDI  ,A3    ,GRN,2008,1
AUDI  ,A3    ,GRY,2008,2
AUDI  ,A3    ,SIL,2008,7
AUDI  ,A3    ,BLK,2009,1
AUDI  ,A3    ,GRY,2009,1
AUDI  ,A3    ,RED,2009,1
AUDI  ,A3    ,SIL,2009,3
AUDI  ,A3    ,BLK,2010,5
AUDI  ,A3    ,BLU,2010,4
AUDI  ,A3    ,GRY,2010,4
AUDI  ,A3    ,SIL,2010,3
AUDI  ,A3    ,WHI,2010,5
AUDI  ,A3    ,GRY,2011,3
AUDI  ,A3    ,WHI,2011,1
AUDI  ,A3    ,GRY,2012,1
AUDI  ,A3    ,SIL,2012,1
AUDI  ,A3    ,WHI,2012,2
AUDI  ,A3    ,BLK,2013,2
AUDI  ,A3    ,GRY,2013,3
AUDI  ,A3    ,RED,2013,1
AUDI  ,A3    ,WHI,2013,7
AUDI  ,A3    ,BLK,2014,9
AUDI  ,A3    ,GRY,2014,6
AUDI  ,A3    ,RED,2014,3
AUDI  ,A3    ,SIL,2014,1
AUDI  ,A3    ,WHI,2014,7
AUDI  ,A3    ,BLK,2015,9
AUDI  ,A3    ,GRY,2015,2
AUDI  ,A3    ,RED,2015,2
AUDI  ,A3    ,SIL,2015,2
AUDI  ,A3    ,WHI,2015,5
AUDI  ,A3    ,BLK,2016,9
AUDI  ,A3    ,BLU,2016,1
AUDI  ,A3    ,SIL,2016,1
AUDI  ,A3    ,WHI,2016,7
AUDI  ,A3    ,BLK,2017,3
AUDI  ,A3    ,GRY,2017,2
AUDI  ,A3    ,SIL,2017,3
AUDI  ,A3    ,WHI,2017,6
AUDI  ,A3    ,BLK,2018,4
AUDI  ,A3    ,GRY,2018,1
AUDI  ,A3    ,SIL,2018,2
AUDI  ,A3    ,WHI,2018,3
AUDI  ,A3    ,BLK,2019,5
AUDI  ,A3    ,GRY,2019,1
AUDI  ,A3    ,WHI,2019,4
AUDI  ,A3    ,BLK,2020,1
AUDI  ,A3    ,GRY,2020,2
AUDI  ,A3    ,RED,2020,1
AUDI  ,A3    ,WHI,2020,5
AUDI  ,A3    ,BLK,2022,2
AUDI  ,A3    ,BLU,2022,1
AUDI  ,A3    ,GRY,2022,2
AUDI  ,A3    ,SIL,2022,1
AUDI  ,A3    ,WHI,2022,4
AUDI  ,A3    ,BLK,2023,3
AUDI  ,A3    ,BLU,2023,2
AUDI  ,A3    ,GRY,2023,3
AUDI  ,A3    ,WHI,2023,1
AUDI  ,A3    ,BLK,2024,11
AUDI  ,A3    ,BLU,2024,2
AUDI  ,A3    ,GRY,2024,4
AUDI  ,A3    ,SIL,2024,1
AUDI  ,A3    ,WHI,2024,13
AUDI  ,A3 2.0,BLK,2008,1
AUDI  ,A31.8T,GRY,2008,1
AUDI  ,A31.8T,WHI,2009,2
AUDI  ,A320TQ,GRY,2007,1
MERC B,A35   ,BLK,2020,7
MERC B,A35   ,GRY,2020,2
MERC B,A35   ,SIL,2020,1
MERC B,A35   ,WHI,2020,6
MERC B,A35   ,WHI,2021,2
MERC B,A35   ,BLK,2022,1
MERC B,A35   ,WHI,2022,2
MERC B,A35   ,BLK,2023,1
MERC B,A35   ,WHI,2023,2
MERC B,A35   ,BLK,2024,2
MERC B,A35   ,BLU,2024,1
MERC B,A35   ,GRY,2024,1
MERC B,A35   ,SIL,2024,1
MERC B,A35   ,WHI,2024,2
MERC B,A35 AM,BLK,2020,1
MERC B,A35 SE,WHI,2020,2
AUDI  ,A3S   ,BLK,2005,1
AUDI  ,A4    ,BLU,2001,1
AUDI  ,A4    ,GRY,2001,1
AUDI  ,A4    ,SIL,2001,1
AUDI  ,A4    ,BLU,2003,1
AUDI  ,A4    ,GRY,2003,1
AUDI  ,A4    ,SIL,2003,1
AUDI  ,A4    ,BLK,2004,1
AUDI  ,A4    ,GLD,2004,1
AUDI  ,A4    ,BLU,2005,2
AUDI  ,A4    ,GRY,2005,3
AUDI  ,A4    ,RED,2005,2
AUDI  ,A4    ,SIL,2005,2
AUDI  ,A4    ,BLK,2006,3
AUDI  ,A4    ,GRY,2006,3
AUDI  ,A4    ,BLK,2007,4
AUDI  ,A4    ,GRY,2007,8
AUDI  ,A4    ,BLK,2008,4
AUDI  ,A4    ,BLU,2008,5
AUDI  ,A4    ,GLD,2008,1
AUDI  ,A4    ,GRY,2008,6
AUDI  ,A4    ,SIL,2008,3
AUDI  ,A4    ,BLK,2009,1
AUDI  ,A4    ,BLU,2009,3
AUDI  ,A4    ,GRY,2009,10
AUDI  ,A4    ,RED,2009,1
AUDI  ,A4    ,SIL,2009,2
AUDI  ,A4    ,WHI,2009,1
AUDI  ,A4    ,BLK,2010,1
AUDI  ,A4    ,BLU,2010,4
AUDI  ,A4    ,FWN,2010,4
AUDI  ,A4    ,GRY,2010,4
AUDI  ,A4    ,RED,2010,1
AUDI  ,A4    ,SIL,2010,2
AUDI  ,A4    ,WHI,2010,1
AUDI  ,A4    ,BLK,2011,2
AUDI  ,A4    ,GRY,2011,5
AUDI  ,A4    ,RED,2011,1
AUDI  ,A4    ,SIL,2011,1
AUDI  ,A4    ,WHI,2011,6
AUDI  ,A4    ,BLK,2012,5
AUDI  ,A4    ,GRY,2012,3
AUDI  ,A4    ,WHI,2012,4
AUDI  ,A4    ,BLK,2013,5
AUDI  ,A4    ,GRY,2013,8
AUDI  ,A4    ,RED,2013,1
AUDI  ,A4    ,SIL,2013,2
AUDI  ,A4    ,WHI,2013,4
AUDI  ,A4    ,BLK,2014,16
AUDI  ,A4    ,GRY,2014,10
AUDI  ,A4    ,SIL,2014,1
AUDI  ,A4    ,WHI,2014,2
AUDI  ,A4    ,BLK,2015,10
AUDI  ,A4    ,BLU,2015,1
AUDI  ,A4    ,GRY,2015,1
AUDI  ,A4    ,WHI,2015,9
AUDI  ,A4    ,BLK,2016,5
AUDI  ,A4    ,BRN,2016,2
AUDI  ,A4    ,GRY,2016,6
AUDI  ,A4    ,SIL,2016,2
AUDI  ,A4    ,WHI,2016,10
AUDI  ,A4    ,BLK,2017,6
AUDI  ,A4    ,BLU,2017,1
AUDI  ,A4    ,GRY,2017,1
AUDI  ,A4    ,WHI,2017,1
AUDI  ,A4    ,BLK,2018,4
AUDI  ,A4    ,GRY,2018,2
AUDI  ,A4    ,SIL,2018,2
AUDI  ,A4    ,WHI,2018,1
AUDI  ,A4    ,BLK,2019,2
AUDI  ,A4    ,GRY,2019,2
AUDI  ,A4    ,WHI,2019,2
AUDI  ,A4    ,GRY,2020,2
AUDI  ,A4    ,BLK,2021,1
AUDI  ,A4    ,BLU,2021,1
AUDI  ,A4    ,GRY,2021,1
AUDI  ,A4    ,GRY,2022,1
AUDI  ,A4    ,BLK,2023,1
AUDI  ,A4    ,BLK,2024,3
AUDI  ,A4    ,BLU,2024,1
AUDI  ,A4    ,GRY,2024,4
AUDI  ,A4    ,WHI,2024,6
AUDI  ,A4 2.0,BLK,2007,1
AUDI  ,A4 2.0,SIL,2009,1
AUDI  ,A4 AVA,WHI,2012,1
AUDI  ,A41.8T,SIL,2001,1
AUDI  ,A41.8T,BLK,2007,1
AUDI  ,A41.8T,GRY,2009,3
AUDI  ,A41.8T,SIL,2009,1
AUDI  ,A41.8T,FWN,2010,1
AUDI  ,A418TQ,GRY,2007,1
AUDI  ,A42.0T,BLK,2011,1
AUDI  ,A420TQ,BLK,2010,2
AUDI  ,A43.2Q,GRY,2009,1
MERC B,A45   ,BLK,2013,2
MERC B,A45   ,WHI,2013,3
MERC B,A45   ,RED,2014,1
MERC B,A45   ,WHI,2014,1
MERC B,A45   ,BLK,2015,4
MERC B,A45   ,WHI,2015,4
MERC B,A45   ,BLK,2016,2
MERC B,A45   ,SIL,2016,1
MERC B,A45   ,WHI,2016,2
MERC B,A45   ,BLK,2017,2
MERC B,A45   ,GRY,2017,1
MERC B,A45   ,RED,2017,3
MERC B,A45   ,SIL,2017,6
MERC B,A45   ,WHI,2017,2
MERC B,A45   ,GRY,2018,3
MERC B,A45   ,GRY,2020,1
MERC B,A45   ,WHI,2020,1
MERC B,A45   ,BLU,2021,1
MERC B,A45   ,GRY,2021,2
MERC B,A45   ,WHI,2022,4
MERC B,A45   ,BLK,2023,2
MERC B,A45   ,WHI,2023,1
MERC B,A45 AM,GRY,2018,1
MERC B,A45 AM,WHI,2020,1
MERC B,A45 S ,WHI,2020,1
MERC B,A45 S ,GRY,2023,2
MERC B,A45S  ,GRY,2020,2
MERC B,A45S  ,WHI,2021,1
MERC B,A45S  ,SIL,2022,1
AUDI  ,A495A ,GRY,2006,1
AUDI  ,A495A ,BLK,2009,1
AUDI  ,A5    ,RED,2007,1
AUDI  ,A5    ,BLU,2008,1
AUDI  ,A5    ,BLK,2009,3
AUDI  ,A5    ,BLU,2009,1
AUDI  ,A5    ,GRY,2009,1
AUDI  ,A5    ,SIL,2009,3
AUDI  ,A5    ,WHI,2009,2
AUDI  ,A5    ,BLK,2010,7
AUDI  ,A5    ,BRN,2010,1
AUDI  ,A5    ,GRY,2010,3
AUDI  ,A5    ,SIL,2010,1
AUDI  ,A5    ,WHI,2010,5
AUDI  ,A5    ,BLK,2011,3
AUDI  ,A5    ,BLU,2011,1
AUDI  ,A5    ,GRY,2011,1
AUDI  ,A5    ,SIL,2011,1
AUDI  ,A5    ,WHI,2011,1
AUDI  ,A5    ,BLK,2012,1
AUDI  ,A5    ,GRY,2012,4
AUDI  ,A5    ,SIL,2012,5
AUDI  ,A5    ,BLK,2013,5
AUDI  ,A5    ,GRY,2013,3
AUDI  ,A5    ,WHI,2013,5
AUDI  ,A5    ,BLK,2014,3
AUDI  ,A5    ,GRY,2014,3
AUDI  ,A5    ,RED,2014,1
AUDI  ,A5    ,SIL,2014,4
AUDI  ,A5    ,WHI,2014,8
AUDI  ,A5    ,BLK,2015,4
AUDI  ,A5    ,GRY,2015,1
AUDI  ,A5    ,SIL,2015,1
AUDI  ,A5    ,WHI,2015,2
AUDI  ,A5    ,BLK,2016,1
AUDI  ,A5    ,BLU,2016,1
AUDI  ,A5    ,SIL,2016,1
AUDI  ,A5    ,BLK,2017,7
AUDI  ,A5    ,GRY,2017,1
AUDI  ,A5    ,WHI,2017,1
AUDI  ,A5    ,WHI,2018,3
AUDI  ,A5    ,BLK,2019,4
AUDI  ,A5    ,RED,2019,1
AUDI  ,A5    ,SIL,2019,1
AUDI  ,A5    ,WHI,2019,2
AUDI  ,A5    ,BLK,2021,1
AUDI  ,A5    ,BLK,2023,1
AUDI  ,A5    ,WHI,2023,1
AUDI  ,A5    ,BLK,2024,3
AUDI  ,A5    ,GRY,2024,2
AUDI  ,A5    ,WHI,2024,3
AUDI  ,A5 CAB,WHI,2011,1
AUDI  ,A52.0T,BLK,2010,1
AUDI  ,A52.0T,WHI,2011,1
AUDI  ,A520TQ,WHI,2009,1
AUDI  ,A520TQ,GRN,2011,1
INTERN,A554  ,RED,1970,1
AUDI  ,A6    ,SIL,2002,1
AUDI  ,A6    ,BLU,2005,1
AUDI  ,A6    ,SIL,2005,1
AUDI  ,A6    ,BLU,2006,1
AUDI  ,A6    ,BLK,2008,1
AUDI  ,A6    ,BLU,2008,3
AUDI  ,A6    ,GRY,2008,1
AUDI  ,A6    ,BLK,2009,1
AUDI  ,A6    ,CRM,2009,1
AUDI  ,A6    ,GRY,2009,1
AUDI  ,A6    ,GRY,2010,2
AUDI  ,A6    ,SIL,2010,1
AUDI  ,A6    ,GRY,2011,1
AUDI  ,A6    ,GRY,2012,1
AUDI  ,A6    ,WHI,2012,1
AUDI  ,A6    ,BLK,2013,1
AUDI  ,A6    ,GRY,2013,1
AUDI  ,A6    ,SIL,2013,1
AUDI  ,A6    ,WHI,2013,2
AUDI  ,A6    ,BLK,2014,2
AUDI  ,A6    ,WHI,2014,2
AUDI  ,A6    ,BLK,2015,2
AUDI  ,A6    ,GRY,2015,4
AUDI  ,A6    ,BLK,2016,1
AUDI  ,A6    ,BLU,2016,1
AUDI  ,A6    ,GRY,2016,1
AUDI  ,A6    ,WHI,2016,2
AUDI  ,A6    ,WHI,2018,1
AUDI  ,A6    ,BLK,2019,2
AUDI  ,A6    ,WHI,2019,1
AUDI  ,A6    ,WHI,2023,1
AUDI  ,A6    ,WHI,2024,1
AUDI  ,A6-C7 ,WHI,2014,1
AUDI  ,A7    ,BLU,2010,1
AUDI  ,A7    ,BLK,2016,2
AUDI  ,A7    ,GRY,2016,2
AUDI  ,A7    ,WHI,2018,1
AUDI  ,A7    ,WHI,2019,2
AUDI  ,A7    ,GRY,2020,1
AUDI  ,A7    ,BLK,2021,2
AUDI  ,A8    ,SIL,2007,1
AUDI  ,A8    ,GRY,2010,1
AUDI  ,A8    ,BLK,2012,1
AUDI  ,A8    ,BLK,2013,1
AUDI  ,A8    ,SIL,2013,1
AUDI  ,A8    ,BLK,2015,1
DUCATI,AA15  ,WHI,2017,1
HYNDAI,AANT04,SIL,2002,1
UBCO  ,AB31WH,WHI,2024,2
FIAT  ,ABARTH,RED,2014,1
FIAT  ,ABARTH,WHI,2017,1
FIAT  ,ABARTH,SIL,2020,1
HOLDEN,AC18  ,SIL,2018,1
HOLDEN,ACADIA,BLK,2018,3
HOLDEN,ACADIA,BLU,2018,2
HOLDEN,ACADIA,GRY,2018,1
HOLDEN,ACADIA,SIL,2018,1
HOLDEN,ACADIA,WHI,2018,3
HOLDEN,ACADIA,BLK,2019,3
HOLDEN,ACADIA,BLU,2019,2
HOLDEN,ACADIA,GRY,2019,4
HOLDEN,ACADIA,RED,2019,1
HOLDEN,ACADIA,SIL,2019,4
HOLDEN,ACADIA,WHI,2019,5
HOLDEN,ACADIA,WHI,2020,5
HONDA ,ACC   ,GRY,2012,1
HONDA ,ACC E ,WHI,2012,1
HONDA ,ACC EU,GRY,2003,1
HONDA ,ACC EU,BLK,2004,1
HONDA ,ACC EU,GRY,2004,1
HONDA ,ACC EU,SIL,2004,2
HONDA ,ACC EU,GRY,2006,2
HONDA ,ACC EU,SIL,2006,1
HONDA ,ACC EU,BLU,2007,1
HONDA ,ACC EU,BLK,2008,1
HONDA ,ACC EU,BLK,2009,1
HONDA ,ACC EU,WHI,2009,1
HONDA ,ACC EU,WHI,2010,4
HONDA ,ACC EU,BLK,2011,1
HONDA ,ACC EU,BLK,2012,1
HYNDAI,ACCE04,YLW,2004,1
HYNDAI,ACCE04,BLU,2005,1
HYNDAI,ACCEN ,WHI,2000,1
HYNDAI,ACCEN ,RED,2006,1
HYNDAI,ACCEN ,WHI,2008,2
HYNDAI,ACCEN ,BLK,2015,3
HYNDAI,ACCEN ,SIL,2015,1
HYNDAI,ACCEN ,RED,2016,1
HYNDAI,ACCEN ,WHI,2016,2
HYNDAI,ACCEN ,WHI,2018,1
HYNDAI,ACCENT,BLU,2000,1
HYNDAI,ACCENT,BLU,2001,1
HYNDAI,ACCENT,MRN,2001,2
HYNDAI,ACCENT,RED,2001,1
HYNDAI,ACCENT,SIL,2001,2
HYNDAI,ACCENT,WHI,2001,1
HYNDAI,ACCENT,GLD,2002,1
HYNDAI,ACCENT,SIL,2002,2
HYNDAI,ACCENT,WHI,2003,1
HYNDAI,ACCENT,BLU,2004,1
HYNDAI,ACCENT,RED,2004,1
HYNDAI,ACCENT,WHI,2004,1
HYNDAI,ACCENT,RED,2005,2
HYNDAI,ACCENT,SIL,2005,1
HYNDAI,ACCENT,WHI,2005,1
HYNDAI,ACCENT,BLK,2006,1
HYNDAI,ACCENT,BLU,2006,3
HYNDAI,ACCENT,RED,2006,1
HYNDAI,ACCENT,SIL,2006,1
HYNDAI,ACCENT,WHI,2006,1
